tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
1.050000000000e+01,5.568465901844e-04,0.000000000000e+00,-2.124476778148e-01,1.552399102438e-09,5.511157128101e-08,5.511157128101e-08,-3.481304692453e-10,0.000000000000e+00,5.511157128101e-08
1.052500000000e+01,5.581724153991e-04,0.000000000000e+00,-1.340600332298e-01,9.796043778845e-10,5.735038635979e-08,5.735038635979e-08,-3.481291704611e-10,0.000000000000e+00,5.735038635979e-08
1.055000000000e+01,5.594982406139e-04,0.000000000000e+00,-6.295851783174e-02,4.600509056072e-10,5.911731868848e-08,5.911731868848e-08,-3.481285605140e-10,0.000000000000e+00,5.911731868848e-08
1.057500000000e+01,5.608240658286e-04,0.000000000000e+00,2.045039381606e-03,-1.494352554526e-11,6.039382231442e-08,6.039382231442e-08,-3.481285803265e-10,-0.000000000000e+00,6.039382231442e-08
1.060000000000e+01,5.621498910433e-04,0.000000000000e+00,6.216938818087e-02,-4.542845721066e-10,6.116859053699e-08,6.116859053699e-08,-3.481291826284e-10,-0.000000000000e+00,6.116859053699e-08
1.062500000000e+01,5.634757162580e-04,0.000000000000e+00,1.186327502924e-01,-8.668740320815e-10,6.143767406671e-08,6.143767406671e-08,-3.481303319519e-10,-0.000000000000e+00,6.143767406671e-08
1.065000000000e+01,5.648015414728e-04,0.000000000000e+00,1.726230304819e-01,-1.261392171177e-09,6.120446145455e-08,6.120446145455e-08,-3.481320043374e-10,-0.000000000000e+00,6.120446145455e-08
1.067500000000e+01,5.661273666875e-04,0.000000000000e+00,2.252698902912e-01,-1.646093659820e-09,6.047952485865e-08,6.047952485865e-08,-3.481341867699e-10,-0.000000000000e+00,6.047952485865e-08
1.070000000000e+01,5.674531919022e-04,0.000000000000e+00,2.776191752268e-01,-2.028620707342e-09,5.928033675577e-08,5.928033675577e-08,-3.481368763664e-10,-0.000000000000e+00,5.928033675577e-08
1.072500000000e+01,5.687790171169e-04,0.000000000000e+00,3.306101245900e-01,-2.415836529491e-09,5.763086558643e-08,5.763086558643e-08,-3.481400793434e-10,-0.000000000000e+00,5.763086558643e-08
1.075000000000e+01,5.701048423317e-04,0.000000000000e+00,3.850557253210e-01,-2.813681789914e-09,5.556106050114e-08,5.556106050114e-08,-3.481438097936e-10,-0.000000000000e+00,5.556106050114e-08
1.077500000000e+01,5.714306675464e-04,0.000000000000e+00,4.416264987023e-01,-3.227056126244e-09,5.310623731064e-08,5.310623731064e-08,-3.481480883060e-10,-0.000000000000e+00,5.310623731064e-08
1.080000000000e+01,5.727564927611e-04,0.000000000000e+00,5.008379330743e-01,-3.659726318352e-09,5.030637940086e-08,5.030637940086e-08,-3.481529404635e-10,-0.000000000000e+00,5.030637940086e-08
1.082500000000e+01,5.740823179758e-04,0.000000000000e+00,5.630416983792e-01,-4.114262091211e-09,4.720536872566e-08,4.720536872566e-08,-3.481583952559e-10,-0.000000000000e+00,4.720536872566e-08
1.085000000000e+01,5.754081431906e-04,0.000000000000e+00,6.284207008869e-01,-4.591999978748e-09,4.385016301510e-08,4.385016301510e-08,-3.481644834452e-10,-0.000000000000e+00,4.385016301510e-08
1.087500000000e+01,5.767339684053e-04,0.000000000000e+00,6.969879603062e-01,-5.093035118666e-09,4.028993602079e-08,4.028993602079e-08,-3.481712359196e-10,-0.000000000000e+00,4.028993602079e-08
1.090000000000e+01,5.780597936200e-04,0.000000000000e+00,7.685892180356e-01,-5.616240311473e-09,3.657519795471e-08,3.657519795471e-08,-3.481786820726e-10,-0.000000000000e+00,3.657519795471e-08
1.092500000000e+01,5.793856188347e-04,0.000000000000e+00,8.429091158245e-01,-6.159311169237e-09,3.275691326518e-08,3.275691326518e-08,-3.481868482427e-10,-0.000000000000e+00,3.275691326518e-08
